X1,X2,X3,X4,X5,X6,X7,class
0.310013093054295,0.587928451132029,0.0122919178102165,0.394525400362909,0.801818627398461,0.503478415543213,0.7154537870083,1
0.0617313184775412,0.829833981581032,0.901695312466472,0.444613507715985,0.466210738755763,0.662259541917592,0.407026430824772,1
0.547783041605726,0.104079345939681,0.775234733475372,0.817499372176826,0.581678010523319,0.0348495489452034,0.724687710637227,1
0.30179908266291,0.231903690146282,0.474615681683645,0.429988593794405,0.699640801176429,0.499521096469834,0.910457347054034,1
0.367287485860288,0.23908422049135,0.835889535723254,0.784288639901206,0.28059384948574,0.248665679711848,0.04635811294429,0
0.663858516374603,0.484728543786332,0.260492219589651,0.826931717805564,0.107359264511615,0.478540409356356,0.540331788593903,1
0.306193191092461,0.748904407024384,0.899729524739087,0.934929182054475,0.19606184726581,0.640882501611486,0.482361179543659,1
0.564922482240945,0.944556884700432,0.576228643301874,0.161325837252662,0.981643387814984,0.174416814465076,0.295271991519257,0
0.332636471604928,0.117943446617573,0.920637469505891,0.454712560633197,0.649224020773545,0.569439175305888,0.785443371161819,1
0.951059957034886,0.225730771431699,0.504586929921061,0.70185886672698,0.0943447027821094,0.0779013389255852,0.849741751793772,1
0.927687345072627,0.1480611350853,0.963990911375731,0.786414210684597,0.592223602114245,0.340870337095112,0.730675936909392,1
0.293047906598076,0.882971057668328,0.343368733068928,0.0198852512985468,0.995782353449613,0.881839693756774,0.776425802847371,1
0.314397097798064,0.839198794681579,0.140876298537478,0.405983056407422,0.041649432387203,0.547148201381788,0.997656602412462,1
0.445613379124552,0.165119020501152,0.168941826093942,0.576892935670912,0.152961833402514,0.511528582544997,0.219007093459368,0
0.141507693333551,0.398359979270026,0.519206711556762,0.629424997372553,0.625964134931564,0.551908111665398,0.813566470053047,1
0.819540351629257,0.871331590460613,0.437049824511632,0.988118925830349,0.794199911877513,0.498737999470904,0.0629397972952574,0
0.397801192011684,0.582759382436052,0.044239912647754,0.0610496029257774,0.504837319487706,0.680872272001579,0.330436418298632,0
0.95541410590522,0.706055532209575,0.80196490092203,0.163559865672141,0.943685952108353,0.13060428830795,0.736779738916084,1
0.182594206416979,0.453341507120058,0.480092798359692,0.239952821284533,0.489945421926677,0.776556233409792,0.897259657969698,1
0.982473982963711,0.95000879606232,0.00116199813783169,0.6072355392389,0.0503417321015149,0.217792805284262,0.124178858473897,0
0.353779569966719,0.729129500221461,0.221211990807205,0.0758031476289034,0.123285342240706,0.145012979861349,0.683106247335672,1
0.995588135439903,0.365339186042547,0.0174748271238059,0.955238163936883,0.848631138447672,0.546868603676558,0.194110536715016,0
0.865782865788788,0.0310008840169758,0.841717121191323,0.763369084801525,0.560020616045222,0.730666560819373,0.168936400907114,0
0.317658945452422,0.741495223483071,0.0308180670253932,0.0773788073565811,0.362877961248159,0.806820394704118,0.0778185459785163,0
0.160183263942599,0.782424762612209,0.902944783912972,0.591439743060619,0.556514048948884,0.278536374447867,0.383511227555573,1
0.889797715004534,0.568714225897565,0.95852635265328,0.848643540870398,0.933737287297845,0.404248489299789,0.569841379532591,1
0.161874331766739,0.872766869841143,0.471443838207051,0.123503281967714,0.722962539410219,0.159254789585248,0.800476333126426,1
0.456845387816429,0.859084696276113,0.350582031533122,0.428083806764334,0.657685544807464,0.415009210351855,0.0983217679895461,0
0.550941084045917,0.186723860213533,0.455626097740605,0.266864895122126,0.0677944899071008,0.754893458681181,0.0638678425457329,0
0.806344489566982,0.921362258028239,0.205506088444963,0.671355518978089,0.827839484903961,0.139561148593202,0.932681515347213,1
0.456199227366596,0.8186028173659,0.361404055031016,0.315116868587211,0.129109286703169,0.676957267103717,0.559129370842129,1
0.438321432797238,0.60486767697148,0.894128301180899,0.498236609390005,0.0543612199835479,0.670003332896158,0.444380736444145,1
0.635002757888287,0.0491838296875358,0.766042092582211,0.0394202072639018,0.654683852102607,0.972134493757039,0.610543699702248,1
0.221077988389879,0.235648334724829,0.661742560798302,0.102820010390133,0.492189337266609,0.345794319175184,0.113112227525562,0
0.89187197946012,0.580442614853382,0.811852451646701,0.19415343599394,0.86071802675724,0.225706455763429,0.0856974001508206,0
0.0941906168591231,0.950615720590577,0.878708931850269,0.741141308331862,0.622372084064409,0.689028963446617,0.62978654447943,1
0.414142264984548,0.0569106999319047,0.171145766507834,0.463011815911159,0.806699241278693,0.369038092438132,0.431453318335116,1
0.227009915048257,0.510897262021899,0.604207064723596,0.995940973516554,0.185383199946955,0.842093758750707,0.362614567857236,0
0.477780296700075,0.976518727373332,0.689909308683127,0.929243951803073,0.894819401670247,0.432889736024663,0.668295187875628,1
0.133730441564694,0.910332801751792,0.786219180095941,0.774418133078143,0.0443632905371487,0.592242342419922,0.0545396546367556,0
0.633528294274583,0.476444371510297,0.995232501300052,0.579235428478569,0.0410176573786885,0.988043744815513,0.793350585969165,1
0.68248625844717,0.235443977173418,0.361664640251547,0.0360772411804646,0.204372876090929,0.23920694575645,0.548879792448133,1
0.695393764181063,0.804314845707268,0.801221817964688,0.361000544857234,0.57282025530003,0.25910815759562,0.140771795995533,0
0.0573062496259809,0.285388074116781,0.468478092225268,0.318713896907866,0.00785198039375246,0.69495896063745,0.0185059309005737,0
0.18488732073456,0.918328983010724,0.978706541005522,0.14778336789459,0.907199294771999,0.166285433340818,0.589121523778886,1
0.600968129234388,0.988970852689818,0.633887702133507,0.676416338188574,0.852150121005252,0.749836827395484,0.758678108453751,1
0.393758181715384,0.537965174298733,0.756413192953914,0.545726749813184,0.342108884826303,0.328749113250524,0.269444103119895,0
0.511812558863312,0.278020482044667,0.377221406903118,0.692266339669004,0.104635394411162,0.748326465720311,0.0359482921194285,0
0.0527020250447094,0.790953235235065,0.389997333055362,0.127538817701861,0.0926391438115388,0.766328344587237,0.934172073379159,1
0.580093082971871,0.641353397630155,0.896842772141099,0.642882419051602,0.10078299487941,0.826959918951616,0.230813289992511,0
0.924877981189638,0.369364125654101,0.0985238691791892,0.637264982098714,0.680081461323425,0.400177373783663,0.444783360464498,1
0.607562819728628,0.681773850694299,0.254559968365356,0.240885705919936,0.761509853880852,0.7274610765744,0.60434823972173,1
0.768426846247166,0.419745918596163,0.260044680675492,0.78173939185217,0.0108325439505279,0.282310374546796,0.297704186756164,0
0.515754716936499,0.616579213645309,0.82305167010054,0.882480601780117,0.589550401084125,0.318237808765844,0.235860442742705,0
0.790409355424345,0.502463265554979,0.181809379486367,0.790084261680022,0.739495649700984,0.722456869669259,0.832475731614977,1
0.678019397659227,0.745031148428097,0.0379020404070616,0.446820315439254,0.435261575505137,0.682884469861165,0.54935643542558,1
0.366268068086356,0.985316258156672,0.752655230462551,0.104255071375519,0.897829085588455,0.587949902517721,0.767757193185389,1
0.560600455384701,0.801279457751662,0.0562409411650151,0.767943338723853,0.811466811457649,0.578857616754249,0.866350872209296,1
0.581572648603469,0.976887617493048,0.146671165479347,0.282971344189718,0.0585474406834692,0.637166417902336,0.615445851814002,1
0.355784200131893,0.18844457459636,0.445708966813982,0.349582931725308,0.611469391500577,0.586696967016906,0.929919361835346,0
0.859242116101086,0.850575516466051,0.0562438180204481,0.0323228652123362,0.583104298682883,0.896619296632707,0.0680118638556451,0
0.744979429058731,0.911122053861618,0.416281843557954,0.310912255430594,0.446010222192854,0.402164421509951,0.387977738399059,0
0.968914698110893,0.431783507578075,0.496786301257089,0.425925267394632,0.443459506612271,0.918202880304307,0.545541842700914,1
0.506506346166134,0.375918090576306,0.384228762472048,0.152605408104137,0.286071889102459,0.577771679032594,0.0987638756632805,0
0.0938664535060525,0.170345440041274,0.0283771625254303,0.634694732958451,0.217706505442038,0.254369623959064,0.21807816834189,0
0.583560824161395,0.144622108200565,0.336816131835803,0.140955245355144,0.264085302129388,0.161884829169139,0.746932842768729,1
0.167850664816797,0.00808893307112157,0.256899788510054,0.860498978756368,0.120768556138501,0.869820901891217,0.821587861981243,1
0.860083982581273,0.674278995255008,0.66187479509972,0.582113951677456,0.252403099555522,0.791923152282834,0.128366638207808,1
0.692943493835628,0.697909626178443,0.773117371369153,0.658377470448613,0.690420500235632,0.547411514446139,0.071094990009442,0
0.474984992993996,0.279184447368607,0.130190584808588,0.309690757654607,0.65010145236738,0.360842071706429,0.748441303847358,0
0.0215092189610004,0.643354443367571,0.492609065724537,0.986893599620089,0.932188637088984,0.587044248357415,0.981680901022628,1
0.155152932973579,0.0124506207648665,0.690543496515602,0.723338849376887,0.584598333807662,0.194479468045756,0.750697880750522,1
0.809853413840756,0.185702051967382,0.839626242173836,0.376446146750823,0.854219926521182,0.815920971566811,0.768745967419818,1
0.443644056096673,0.425405238522217,0.281323125585914,0.423967847367749,0.222395323915407,0.798020583111793,0.440788447391242,0
0.537183414679021,0.07655935944058,0.3515303095337,0.153593524126336,0.920216080266982,0.513045782921836,0.960103333927691,0
0.0387616830412298,0.481394119327888,0.412249903194606,0.909827777883038,0.327977084321901,0.378224077168852,0.404790387256071,1
0.0148929199203849,0.525744589744136,0.835735885892063,0.90074895019643,0.0373912856448442,0.822218583431095,0.339147608028725,0
0.407796448795125,0.530790607910603,0.548451942158863,0.536896546836942,0.466082683531567,0.0811685095541179,0.127142050070688,0
0.972065642243251,0.868262092815712,0.127168807433918,0.209967002505437,0.883338296087459,0.967771175550297,0.484762544510886,1
0.674368225503713,0.915496198926121,0.154373486759141,0.968817543238401,0.717130115255713,0.808162943227217,0.277924564434215,0
0.915553711587563,0.468524232506752,0.960227616596967,0.680898724822327,0.909033808624372,0.852133587468415,0.0128363075200468,0
